text,sentiment
the colors faded to almost nothing after one wash,0
the tie is extra long but the color is off it doesnt look like the picture the picture is more browngold when you get it youll barely see this also the texture of the tie is not silky soft its actually kind of rough either way cant beat the price,1
order my size but is just small,1
love these shoes ordered a toddler size 6w and they fit great i love the double velcro to keep the shoe on and the colors are fantastic definitely recommend,2
these are regular size folks maybe they are xl in china where there were made,1
didnt like quality of fabric its too thin,0
love this bag,2
its a big green bag the insert is absolutely ridiculous threw it out the second i unpacked it totally unnecessary and not at all helpful having said that sans insert its a good bag sturdy and nice bigthats about it,1
not a bad apron but ive had better very stiff and course strings are not very long i guess it does the job tho,1
bought large went by chart and reviews but it was smaller shorter than i wanted will be returning im 160lbs 54 i though i was buying tanks thats cover my rear and wear under sweaters hits at top of hips like a normal tank would,1
shrink 2 sizes when washed,0
im 52 and wear a size 8 they are stretchy but lose the design if stretched too much not too ridiculously long however i have a butt and these have a low rise to them so the backside sat right on the separation of cheeks portion bending over would definitely have me in the stereotypical plumbers club i wore these for about 15 minutes until they drove me too crazy and i had to take them off,1
not work,0
beautiful bracelet but the strings hang too long and cant do anything with them,0
these are see through too short and they do not stay up i bought these according to other leggings sizes and the size chart they fit however even the slightest squat makes them see through if you are tall or have curves spend your money elsewhere,1
i love the fact the scarves come prewrapped and comfortable,2
didnt realize faces would be so yellow one watch came cracked contacted company but since they came from china and were so cheap i really dont expect any reimbursement or replacementbr overall a nice item for a decent pricebr came with batteries which i didnt expect,1
i love my previous pair of ugg boots theres no doubt so i wanted to add another pair i purchased these and am disappointed with the seams inside the back part of upper heel for this reason it makes me very sad,1
this product is fine but i lost the colored stone out of it in two days have not tried the other ones yet,1
the shape size and darkness of the lenses are okay but be aware that the actual width of these are not as advertised i measure them at 131mm and they are advertised at 135mm i didnt bother to measure them or even try them on before i needed them and was disappointed to see bright light at the outer edges unfortunately there arent any others that are advertised as wide so i may have to make these work but im going to shop around a bit before deciding that,0
this jacket ended up not being what i expected the fit is very off and it looks more like a lab coat than a blazer recommend sizing down if you order this,1
literally fits like a glove but i recommend it for people with hands on the more petite side like baby hands basically,2
what a lie not silk just trash,0
perfect solution to wanting existing ceiling fans to be smart and controlled by alexa it even works with our gas fireplace insert the fans are upstairs and the fireplace is downstairs and it controls all of them just fine,2
im 511 300lbs w a little gut i usually get 4xl however after reading some of the reviews of how this item runs big decided to go a size down to 3xl i like my tops to be a little snug but not too tight im glad i did go down in size this item even being a 3xl was still a little baggy and big im going to wash it to shrink it down a little other than the size the product is great its a heavier fabric which is nice to wear on cooler days without you getting too hot either item runs big i would go down a size for sure,2
i like the fabric too,2
i waited too long to open and use this product and wish i hadnt i have small feet and the socks are way too thin small and flimsy dont buy,0
wouldnt have been a bad belt if it didnt crack and have the exterior material peeling and flaking off within a year of purchase looked good while it was still intact but isnt worth buying again considering how long it lasts i bought a canvas military style belt instead for my next vegan beltmay not be as dressy but im sure it will last a lot longer,0
this dress just didnt fit as expected the pattern from the top to bottom also didnt match up sent back,0
hat is not for an adult head like the hat but too small,1
i like the rache but the belt buckle doesnt lack too well some time it comes off from the belt,1
good quality hat very pleased,2
returned was broken in several pieces and didnt get a single wear out of it,0
it beeps on the hour 24 hours a day even after following the instructions on the qa there is no way to turn the watch off so short of running it over or flushing it down the toilet you are in for an eternity of incessant night time awakenings,0
i ordered these in space grey and black and am returning both they are too thin to remain opaque or provide any compression you can see my skin tone through both im 56 and 150lb and i ordered mediums,1
took a chance with the little reviews had a hard time staying up on my face also a little thinner than expected,1
i like the look but not the engraving of the brand name on the lens,1
nice tshirt if you ware a large order an extra large the womens large fits like a medium to small the arms are tight and the material looks as if it will shrink in the wash its a lot of trouble to deal with at the high cost of this simple tshirt not worth the 32 but it was a gift and theres no returning it now will not buy from this company online again will search out what i want in person at a store in the future not the sellers fault but truly beware on what size you choose in a womens tshirt these are made for smaller people,1
to flip open the watch was extremely difficult for an adult so way to difficult for a child had to be pried open with a knife would not recommend this besides that the lights in front worked but the buttons to set the time were difficult to press and actually work,0
i love the color green im fortunate that it goes well with my coloring i also like for my snoodstichels to match my clothing somewhat i originally bought a different color and design by this company so i knew what to expect the tichel i first bought is elegant and the fabric hangs longer than this one but since i wear this one for everyday the fact that its a bit shorter is a benefit i dont have to worry about it getting caught by anything or accidentally getting it wet when im washing my handsbr br the fabric is not only attractive its a good strong weave its so well made that im not concerned about putting it in the washing machine and dryer im very pleased with it,2
i love it but they dont wash very well i feel likebr theyre only good for 68 months they get verylinty and not as pristine as id hoped does anybody have tips on how to make socks last long,1
im using it for a decoration for feb not to wear so as a decoration its great,2
poor quality returned,0
very nice the chain started to fade after about 2 weeks but the text seems to stay gold i never showered with it,1
although these earrings appear to be well made and come in a nice velvet bag they are so thin that you really cannot see the variance in colors from the website youd think the colors are pretty distinct and easily defined but that is not the case and they really appear more as a gold hoop than tricolor,0
excellent,2
excelent,2
oh my god nice very comfortable we will need very soft,2
i dont like that the leggings fall down and im not buying a garter belt,0
these did not work from the very first day that i got them i took them to a place that sells all kinds of batteries and the guy sold me the batteries that go into the earrings cost me 976 as the earrings took 2 batteries in each earring i installed the earrings according to the video i got off of the computer and the earrings still did not work i am now in the process of trying to reach collections etc by phone i have been trying for the last 10 min and have receive nothing but a recording so i have sent an email we will see how that goes i do not want my money back i would like an exchange,0
too big for size but still really comfortable,1
fantastic product these socks are very sturdy and have just the right amount of padding they are stand all day comfortable,2
cheaply made clasp broke the first week i had it,0
it was very odd but some fit perfect some were too small very odd,1
no way to adjust the band feels very cheap and its fading in some parts,0
i love this dress it is very comfortable and i get compliments each time i wear it,2
got a size medium for my bf they ended up being at least an xlgave them to someone else,0
finally a sports bra that fits larger breasts with separation and support first one ive found that i didnt end up with a smashed uniboob yes it is a bit difficult to get on and off and if you dont have good flexibility in your arms this might not be for you once you get the hang of it its a really comfortable sports brabr br update i liked this bra so much i bought another one unfortunately the underwire has already poked through through the fabric completely i feel it should have lasted longer than a couple months with only occasional wear,1
nice color but were way too long not capri pants went past my grandmas shoes,0
good quality of fabric and construction but can not rely on website descriptions of colors and sizes i ordered size small long sleeve which fitted my husband well but this one is so tight the color is different from the website why does carrhart post the measurements chest length for each size on amazon,1
the white bottom looked like the orange bled onto it wasnt really white,1
i had ordered a pair from a warehouse deal and loved them they were so comfortable they felt better than a pair of ariat boots but the boots from the warehouse deal had a broken boot pull on 1 boot so i thought i would order another pair to have to wear when i go out somewhere as you can see what i got was damaged and looked worse than the pair from the warehouse deal they had been scribbled on with a ink pen and had bad scratches all over both boots the inside material was real loose and wrinkled up inside 1 boot im female and wear a size 95 to a 10 in womens and got the 85 wide i size 8 would have probably been ok but i like to wear wool socks to keep my feet from sweating these are not made with the same full grain thicksmooth leather that they were a few years ago like some of the older reviews photo show so like others if you have a pair of the older boots these are not the same if thats what your looking for this feels like a cheaper feeling leather this type of leather feels like it will stretch after a little wear anyway returned due to damage,0
love the style and fit but the right lens pops out very easily,1
does not look anything like this it is a very miniature scale in a very rose colored metal as well was not happy with this item at all,0
very comfy for all day just makes me feet sweat a lil in the summer,2
great socks i never dry in dryer and they lasted almost a year for this teenager a must buy,2
sandal width is a little wide i have a narrow foot so wish it came in different widths,1
nice bracelet could be a little bigger though,2
iron seriously these shirts arrived a wrinkled mess and they are put together like scrubs note to manufacturer this is the 21st century nobody has time to iron anymorebr better quality at walmart folks,0
item was as described would certainly purchase again if needed,2
the problem is really nice its comfortable and stretchy breeze theres only one downfall and im updating this from the last one that i said about this bra the padding they have inside of it its really strange i dont like it halfway on both sides of your breasts which is really strange it should be a lot longer covering the whole breast however this change would make it a perfect bra its odd feeling that the padding is so short in coverage its like its make for a smaller size,2
if the strap was stretchier it would be good then i could get them on and off without messing with the buckle or if it didnt have such an oldfashioned difficult buckle velcro would be nice if you want to buckle and unbuckle them every time you wear them they would be ok,0
heavy fabric though it is synthetic shirt hangs on the arms oddly,1
very thin and doesnt stay up,0
fits great and im a small frame photographer easy and simple,2
yep,2
a little snug but i love the material,1
it was perfect,2
nice shirt good wicking ability,2
the fabric is very cheap,0
i liked this tote i really liked the butterfly print i also like that it is recycledbr br we love vera bradley we have been getting products from them for years and are always happy they just have great qualitybr this is a very nice bag the quality seemed very good everything worked fine on it without a problem it seemed to be durable we have used it without a problem it opens and shuts just fine it seems to be a decent thickness everything in it stays just finebr it is pretty comfortable to carry it doesnt feel too bulky it can hold a decent amount it looks pretty good on i like the extra features of it it is also pretty attractive it looks nice i would recommend it,2
the heel area is padded nicely but my heel slip sideways because there isnt any support to keep heel centered so i sent it back,1
looks nice but definitely did not fit my michael kors bradshaw access watch like it advertises,1
wish i had searched more,0
i like everything about it,2
unable to return because of gift purchase and date to return is expired,0
fit nice but material is very thin,1
i didnt like the look when i saw them physically so i sent back,1
material too thin,0
simple but classy,2
these are adorable will definitely buy more,2
i found this top super comfortable to wear breathable and i can layer it if i need to stay warmer i ordered the lilac quarterzip and the color is beautiful i am 52 130 lbs and the medium fits great even if i want to wear long sleeve shirts underneath cant get any better quality and fit for the price,2
way too small band size i cant say anything about just as it wasnt fitting the shoulder straps are granny like too not something youd feel sexy in or at least i wouldnt,0
run large,1
this sticker is perfect for my car i know its not centered my son hit my hand as i was placing it and it stuck may order a new one and redo its perfect size to be seen and looks great go army hooah,2
its was decent quality im a dd and an xl didnt fit my boobs and the bottoms were too small as well and i wear size 10 pants,1
the heating elements are way too hot and i had to unplug them fairly quickly they are very uncomfortable for the hands and may work better for small hands the gloves shed so much that my house has fuzz all around it they are soft and fit well though so i use them without the heating elements,0
so after over a decade of having my pair of skechers that i loved and wished i could have found an exact replacement of i decided to go with these honestly not that impressed originally bought an 11 because thats what i typically buy but they didnt feel right ended up ordering a 12 as well and they feel more right to me than the 11 did they could actually be true to fit and im just weird but id definitely suggest going up a size theyll do but im fairly positive they wont last anywhere near as long as my previous pair did,1
the girls loved their belly rings,2
i have had baggallini bags before they are the best bags they take a beating and keep on ticking you can wash them too the last one lasted 10 years of heavy and abusive use only reason i had to part with it was the handle hook up broke so i finally let it go but the bag itself was in perfect condition so got this one with all of the pockets i will ever need great bag buy it you will not be sorry,2
for 12 this was a great deal i got these for my fiance since he needed new shoes for softball hes normally an 11 but can sometimes fit into a 105 they are a little tight but do fit,2
im 52 and 108 lbs these fit a little too big and were not flattering the length was okay and the color was nice which were the only positives,0
good buy for price a little smaller than chart says,1
i weigh 149 and small is too big for me i look like preggy not flattering,1
got a sun instead of the turtle,1
broke super easily did not last,1
its a nice dress good color combination i just did not liked the fabric its a thin polyester,1
these fit small for the large size that was ordered i have bought swim shorts like these in the past and large fit better on those styles,1
this is a very nicely designed and constructed umbrella it appears that premium materials are used in the construction heavy duty treated fabric and powder coated metal pole and partsbr br the umbrella arrived undamaged in a huge box and comes assembled you only need to attached the decorative collar and umbrella to the base using the provided hex bolts and hex key tool 5 minutes max youll definitely need to weigh down the base you could use sandbags or blocks but i suggest buying the abba base weights which are specially designed to fit the base see my review elsewhere for the weightsbr br deployingstowing the umbrella is easy using the crank handle tilting is again easily achieved by unlockingsliding the tilt handle up and down the polebr br the only disadvantage is getting the supplied cover onoff the umbrella is so tall youll have to use a stepladder unless youre andré the giant,2
cute shirt fits as expected,1
great for the price but definately get your usual size or downsize by one very large legs,2
very cheap quality not worth the money,0
very nice and it was a great gift idea the neck strap will adjust for anyone with any size frame or neck,2
i do not like it you cant even read what it says very disappointed,0
very cute and pretty colorcoral but the sleeves were much too big and loose while the waist was super tight it did not give me a good look at all quite weird looking on me unless you are quite skinny through the mid section dont bother trying to get a good fit with this shirt even if it fits great through the waist the sleeves will be very baggy looking,1
it has good well wide for round face sunscreen i like,2
good belts for light duty use and they dont trigger metal detectors in secure facilities the one bad thing about them is the fraying elastic belt loop keep,0
these do not do what you expect them to do the butt area is not sewed correctly to lift the butt the one star is because they are comfortable and not see through at all i will wear these only in my home gym because they look like a worm hole and i do have a butt and these pants make me look like i dont,0
fits rather big,1
awful these used to be good quality but now i cannot afford to throw my money away do not buy,0
womens blouse was very thin amp way too small i ordered a very large top amp when it arrived i was so disappointed bcuz to would only fit a young girl,0
i just received these yesterday and theyre awesome my husband recently got me expensive diamond earrings but the backs were terrible i was so afraid id lose an earring so i purchased these these backs snap on nice and tight and require a good amount of strength to get them off but not too much that theyre difficult to remove i definitely recommend them,2
bad material,0
i used htv to add my name on to mine and they look great on my suitcases due to covid all our trips have been cancelled but they seem sturdy and well made i am excited to get to actually use them one day,2
warm quality and comfortable,2
these leggings fit a little smaller than i would like but im still able to wear them i am not sure what it said the size fit up to but im a 22 and its snug and doesnt pull up over my tummy like i usually like my leggings to do however with a long top youd never notice an issue plus theyre super cute and worth them not being a perfect fit,2
returned i didnt like the fabric and it was larger than expected,1
it fits much better on the mi smart 6 then the mi smart 5 it fits on 5 but its very loose however on the 6 fits perfectly,2
didnt realize it was going to be huge so be sure to look at the demensions,2
love it thank you,2
these are not as cute in person i dont think and they definitely run big at least half a size too big maybe a full size they seem like they are for a wider foot too i ordered my regular size and tried them on with just a little cotton footie and i was sliding all over the place cant imagine what it would be like with nylonsbr br if i had liked the look of them more i would have reordered a size down but i just didnt like them as much in person,0
in comparison to sketchers go walk this bubbles are hard like stones i thought its soft rubber balls like sketchers go walk i was going to give negative review because the balls are very hard but after trying it i was like omg i feel like im walking on coil suspensions dbr i have already kswiss timberland puma nike but sorry this shoes has different technology dont ever hesitate to buy this shoes its a machine not just a shoe i wear eur 44 but i bought eur 445 and its just fitting so buy 12 size bigger only if you will buy 1 size bigger it will be like a boat in your legs d,2
purchased this watch in april 2015 and within a week the second hand had fallen off and was laying at the bottom edge of the interior of the crystal returned that and ordered a second one of this watch when i first got it and pin holding band came out 3 times with no hit or pull fourth time it came out it fell onto a concrete floor and fractured the crystal send it in to the peugeot warranty service and they replaced the crystal i also indicated the issue with the pin and requested that they check to see if the pin or holes pin goes into were defective got the watch back and the crystal repair looked perfect second time i wore with watch the pin popped right out again this time i caught the watch prior to it falling onto a floor and again cracking the crystal whether the warranty center didnt check the pin issue or this is a common issue with this watch this reviewer cant say but considering the watch was purchased only six months ago and the pin has come out 6 times at least and the watch has been at the warranty center for a period of the six months this watch seems to me more trouble than it is worth the styling is nice and this reviewer loved the watch prior to it falling off the wrist every time it was worn,0
after u wear a few times they lose a bit of cusion,2
cheaply made and not worth wasting your money on,0
way tight on my temples gave them to my 8 year old,1
bought them for work feel good,2
too large for a ladies watch it was returned,0
horrible,0
this turned out super small and the length was a little weird,0
bought these at the request of my husband for his birthday he says they fit great are very comfortable and exactly as described he has asked me to order more so they are worth the money,2
im not sure i could call this pilling but the fabric is starting to look worn and snaggy not quite pills but the fabric looks rough on the surface when it was smooth at first ive only worn and washed this a few times but it already looks old and worn out,1
i liked it a lot but i paid far more than what it was worth i should have paid half it fits my phone and a few very small things and couldnt also fit in my wallet i should have stopped myself from buying this,1
i agree with most of the reviews i own an older version and the fabric is thicker and the cut of the pattern is fuller the older short was made in taiwan new one in indonesia i dont mind the thinner fabric cause it is cooler i do not like the goofy cut down of the leg and then a bit of flair that is what mostly turns it into houseyard wear but it seems to work well in the garden with squatting to pull weeds i am short in the stride and this short looks just right,1
its cute my little cousin loves it of course however setting the time is so complicated she was impatient she is wearing the watch with the wrong time on it i give this 2 stars just because she loves it i had planned to send it back since i received it late this was suppose to be a xmas gift but it worked out bc her birthday is on new years eve,0
good fit and quality hat for a low price the writing and logo looks like a decal so i am a bit skeptical how it will hold up to laundry washings i will let you know and possibly upgrade my review,1
updated 42022 it is now 5 months after getting this wallet and i still love it i keep coming back to the order to see what other colors there are but i am looking for pale summer colors i am not exactly easy on my wallets and it has held up just fine zippers are good stitching is good and the leather is still soft the card slots are a bit small but that happens in a lot of walletsbr original review 112021 i am a wallet snobbut i live this wallet it holds exactly as described has no obscene odor like some others zips nicely and fits in the hand perfect i will buy this again in other colors when needed,2
i ordered the green and the red label socks they fit as expected but the top hem is very poorly sewn its starting to loosen or fully come apart after just one wash they work but will probably only last a few months,1
not much support but thats not why i bought it its cute and will serve its purpose nicely,2
these are a lot baggier and bigger than i envisioned i dont mind for wearing around the house in the summer but i wouldnt wear them out maybe size down although the waist was sized okay its elastic so there is some give,1
very useful for travel time passportcards protection,2
runs big but good quality and color,2
beautiful but very cheap the clasp broke after a month,1
terrible too small,0
way too big,0
very small and short,0
lower your expectations to the level of the price and you wont be disappointedbr biggest issue to me was the extremely long delivery time,1
i ordered white and got something between eggshell and beige additionally i dont know how this would be an effective belt with how much and how easily it stretches i have a couple of other stretch belts that are great they offer some resistance before they stretch and max out at 23 this belt stretches at least 12 with no effort so unless you want it as merely a fashion accessory rather than functional go for it i returned before ever wearing it so cant speak to durability,0
i got this in an xs i wear an xs or a s the top part was huge compared to the rest which fit as expected the style was ok but the asymmetric hem on the legs was not flattering and i have good looking legs its a decent drews but there was nothing about the fabric style fit and finish that would justify the high price tag,1
strap was lousy got caught in hair constantly,2
these laces work well for a person with special needs they make it easier to loosen the shoe take it off and also to put it on and tighten the laces there are no loose ends dragging to pose a risk of tripping they seem sturdy so far,2
i like the shoe but dislike the insole way too thin and my feet are aching,1
great product works as described,2
love my coach slipons the fit and quality are perfect they are comfortable and will go with almost everything,2
i really like this piece that said im a short person if youre bigger than 52 120 this will fit funny the sleeves will be short and tight it had a faint aroma from shipping that airing out removed i was complimented on it the first wear out,2
we tried writing on it with the light provided in the dark even with going slow and multiple times over the same line it is so faint that you can barely see any lines you cant draw on it nice idea but doesnt work its a nice shirt but i couldve gotten a nice shirt for much cheaper without this feature that doesnt work,0
this is a particularly flattering wrap dress the cut highlights your waist and the drape of material camouflages your tummy i love the cap sleeves and the knee length too one of the other nice features is that there is a button as well as the tie to keep the dress closedbr br my complaint is the way the material clings in back even with a slip you can see every line of your bra and underwear a pattern may disguise this better though,1
not sure how to review something that i returned homywolf sizes this product as 4445 exactly the same as the homywolf mens slippers knitted cotton bedroom ones which fit me fine but the actual sizes are dramatically different i am normally shoe size 115 or 12,1
ripped in 4 different spots within 2 hours,0
i have other pairs of ariat boots but this was the first pair ive purchased that was made in china and the least expensive they are very nice good ariat fit and typical easy break in but they run a little small compared to the other more expensive styles i have tried it may be due to the fact they are made in china and the other styles i wear are made in mexico the shaft of these boots is also very soft making it a minor difficulty to pull my jeans down over them for the price im not disappointed in these boots but in the future i will spend the extra 50100 for their other styles to get better fit finish and wear for everyday kick around i will probably get 2 or 3 years out of them but unlike my other ariats these wont be worth a new sole when the time comes,1
im returning this upper arm sleeve im elderly and have upper arm pain from using a cane i wanted something to support the flacid muscle i ordered a size larger because of comments that it runs small and indeed it does but this sleeve is a lighweight elastic and it rolled down at the top until it was almost the size of a bandaid i even tried skin glue jobsts that i use for keeping up compression hose and the glue works great for that but it didnt work on this arm sleeve a little helpful hint as for my arm pain this morning after mulling over what to do i pulled on a knee high open toe compression hose to the shoulder and its working great so far in supporting the arm pain is subsiding,0
design is beautiful but material is very fragile make sure you ring is packageddelivered in a sturdy boxpackaging or your ring may be compromised,1
very bad fabric,0
i would normally wear a 22 but need a 20 in these the material is thin but keeps its shape the waist is big in case youre thick in that area,2
these are so comfortable and warm i love that they have an adjustable strap so they stay on securely,2
love the softness and small straps,2
i bought this watch because i wanted something that i could wear all of the time even when swimming i noticed when watching videos about invicta waterresistant watches that the crown needs to screw down tight in order for it to keep water out mine does not it just keeps turning the watch is advertised as having 100meter water resistance on both amazon and the invicta stores website i sent an email to their service department and asked if it is safe in water they said no no swimming no shower or bath no getting it wet they also said the 3year warranty wont cover it for water damage i have already adjusted the band to fit me and it is pretty so i will keep it but i specifically bought it to swim in,0
a little gaudy definitely looks like costume jewelry,1
these are pretty cute my family says they cant really tell what they are from a distance and they are very hard to put in,1
this item was to be used to keep an elderly warm,0
isnt long enough to cover your lower neck so you have exposed skin above t shirt collar,0
this was a gift for my sister she loves mountain mens tshirts the was as expected,2
completely wrong dress this one was paper thin poorly made glue all over it,0
disappointed,0
strong odor when you first open,2
just exactly what i was looking forgood solid ring good quality arrived quickly and in perfect condition thank you so much,2
muy lindo me encantogracias amazon mi tienda favorita,2
too small,0
i am not a purse person at all i have one out of necessity i have a larger purse with everything in it but this suits me so well i use it as awallet with all my essentials in it i can just grab it and run in to the store it is roomy considering the size well made i will definitely buy a few more,2
maybe im not cleaning it often enough or im not cleaning things for long enough but when following the instructions i really havent noticed much of a change with my rings,1
runs way too big definitely order a size smaller on this shirt excellent value on a rugged useful shirtbr i ordered the xxl as usual it is just huge and doesnt shrink at allbr the price is so reasonable i bought another one but in xl and i will just give the xxl away,2
the lenses are darker than they look in the picture thats actually good for me my eyes are very photo sensitive they clip on my glasses well and dont scratch they do ship from china and take about a week to get there the shipping is faster than most things ive received from china they each came in their own plastic case and with three cleaning cloths,2
i like the fact that this bra comes with extenders because i definitely needed them because it seemed really small therefore i recommend ordering a size up,2
needed some simple sneakers for summer to replace my old ones i usually by converse but these were cheeper and same style they looked nice and are ok on comfort but they have started to fall apart much sooner then the converse typically do,1
fit great but wow these things are like sandpaper on your legs,1
while this belt serves its purpose it is made rather cheaply i was not overly impressed but for the price its not terrible,1
order 1 or two sizes larger im 190 order a size large and didnt fit,0
this looks fantastic,2
the cups are way too small for the size of the shirt my husband said it made my boobs look deformed,0
i ordered the 2 4 pack black charmleaks womens cotton underwear bikini hipster pantiesbr br i found the fit to be inconsistent one pack they all fit the same but the second pack had two pairs that were way to tightbr br the pack that did fit i found were nice they were soft and washed well,1
fit very well and stay on my 2 year old,2
these are way too small order 2 sizes up if you want to get a full season out of them,0
i recently purchased my second glenor co jewelry box and once again i am blown away with the quality of this organizer it is high quality right from the shipping box through to the individually lined compartments i noticed in the description the words elegant sophistication beauty and class i couldnt agree more i would recommend this jewelry box organizer in a heartbeat,2
i was expecting a bit thicker of a sock wish they were thicker i bought 2 sets of them so im kinda bummed but if thats what you like then these are for you,1
like very nice and lightweight,2
cute bigger than i thought the tail is made out very hard plastic not bendable or stretchy still cute though,2
very poorly made,0
this dress had a poor quality material plus its too big,0
lightweight and easy to use i ordered another order,2
trey nice leather the clasp was a little different but i figured it out in a few minutes i like that it stays hooked better than most clasps,2
half the socks didnt fit him and broke when he tried taking them off,0
needed a new swim suit for travel and this was exactly the right choice,2
i love the necklace and so did my girlfriend whom i bought it for the packaging was awesome nice job i will not hesitate to order again,2
my mother spotted this specific necklaceso placed the order it arrived fast and she loves it she agrees its great to wear to go out sometimes all in all she rates 5,2
i love our samsonite graviton luggage ive had this set for almost 5 years and travel via airline 45 times per year including international travel this set has held up awesome considering the abuse it is put though by baggage handlers within the first year of ownership our carry on handle broke due to the airlines rough handling and i took it to an authorized repair shop luckily there is one in the city i live in the part was no longer available so the bag was replaced for free under samsonites lifetime warranty shipped direct to my door via samsonite customer service 6 months ago the zippers broke on one of my 2434 bags so that i could no longer lock it i again took it to my local authorized repair shop and the zippers were replaced again under the samsonite warranty i have nothing but great things to say about this bag and the samsonite warranty as ive experienced it the past 5 years this was the best wedding present it is light weight unique looking so i never wonder if im picking up the wrong bag easy to pack,2
perfect for a maid costume except the wrist things were kinda huge lol,2
its a sweater with buttons i love the color its easy to put on over your head and take off prefect,2
these look and nice seem well madebr but xl was the largest size available so i took a chancebr no way josebr im 50 waist sedentary retired fat american now at 77br these xl can be no bigger than 36 fully stretched see image and tape measurebr clearly a cultural difference do they make xxxl br the manufacturer should list size by inches or mm when doing international sales,1
the lace parts just kind of bunch up and dont look flattering,0
ordered these for my grandsons for christmas i didnt know the item was for toddler sizes,1
,2
good product,2
i was looking to purchase an inexpensive everyday watch and was impressed when i received my order the watch looked like its picture and functions well as long as you remember to wind it up i would recommend the product to others,2
i had to return these they fly off my feet every time i take a step if the straps were adjustable that would be helpful but they are not,0
not what i expected its worth the price but dont expect anymore than that not as nice as it looks online,1
the skirt us beautiful it only took 3 months to get it but its beautiful,2
funny story and spoiler alert my teenage son thought jackalopes were real so these socks were the perfect gag gift for him i also bought a tshirt see other review he wears patterned colored socks with dress pants but he loves these and were such a hit he wears them with jeans too they are a nice medium weight sock soft wash well and no uncomfortable seams highly recommend,2
im a solid size 6br these a so baggy especially in the legs i could get two legs into one leg of the pantsbr br i tired hot water wash hot dryer hoping to shrink no luck so now im going to have to give away because i washed i cant return,0
light weight and too small for medo not fir my wrist,1
buttons are barely sewed on if taking on and off a mask re sew yourself,0
very cute i want to get more colors,2
loved this great blocking sweat and keeping the head cool also very nice looking,2
both broke 1st time i wore them very disappointed,0
okay but cheap qualitybr probably wrong but again,0
boots fit great i have wide calves and this boot in my shoe size fits me wonderfully so easy to put on and off,2
poor quality poor on the 2nd use,0
i typically wear an xs so i got a small thinking theyd be a little loose and they were huge i honestly think an xs wouldve been too big id size down if i were you,0
this is a gift for my husband and its nice light weight jacket for cooler days the only issue is that he has broad shoulders so its a little fitting in that area but overall still fits him nicely and he said it does feel too tight where he cant move in it,1
to small and took forever to arrive,0
heavy weight well made sweater adorable for christmas or after i got it with a red and navy onesie so he could wear it often cute with jeans,2
its rigid rubber,0
liked the hat but if you had a largertaller head itll probably fit too short on you,1
smaller than expected but i like the fact thats 100 cotton,1
cheap,0
this shirt is very thin good to wear under something else which is what i bought it for,1
this was a pretty backpack but it broke after i had been using a few months,0
shirt i received is nothing like shown this material is really strange and it feels like a really thick childs bathing suit it is really wide and really short like you should be 3 feet tall horrible purchase,0
im slowly growing a collection of lapel pinsbrooches im really into them right now and i love the idea of wearing a few grouped together with fallwinter outfits kind of a sophisticated take on geek chic this pin fits the bill nicely yes the quality could be better but its not something ill wear all the time so it doesnt bother me the price for it could be lower but if it will work for a certain outfit its not a bad buy the overall construction is good and the clasp stays in place well im not sure if its supposed to be this way but the finish has come off the edges of the pin it looks slightly distressed but nothing anyone will pay attention to the colors are richly done the detailing is good not great but good enough i know its a mens lapel brooch but this will suit my needs nicely,1
love these yoga pants they are super fitted and stay in place i only wore under armour for a long time but noticed they just keep falling down my aunt wears these and suggested them im hooked ordering more,2
love these star earringsthey are delicate but not too small wish they had leverbacks instead of fishhooks but other than that i am very happy with them i would buy them again,2
i returned these for size they run small theyre also cut kind of low not happy trying to replace the 1012 new balance constantly changes the cut of their sneakers for the worse i dont know why they cant just leave well enough alone,1
love the highlow bottom hemline and elastic waistband material was soft and stretchy and the style fit as expected the vneck was a bit low cut for my preference but i made it work,1
i am 57 130 pounds and i got a small cute fitted sweater and is very warm,2
theyre cute and comfortable and i like the color they do run wide though and because the material has give to it they dont support foot stability as much as i would like,1
cool concept i wear a size 7 engagement ring without a wedding band currently so i got the adjustable sized package for when i do have my band and even the largest size option cut off my circulation and made my finger red and swollen,0
this are more like tights and very constricting,0
received the top with no bottoms big boobie girls these cups are very small and will expose you,0
the material is really good not to thick not to thin lovely dress would recommend,2
i purchased two as gifts for babies in other states and both families are delighted,2
i am 55 and 145 lbs i purchased a medium this dress is comfortable and fits nicely i received several compliments on it the first day i wore it,2
what a perfect shirt to match the color palette for darren hayes upcoming concert it looks great on me and its so soft cant believe how perfect this shirt was for what i was looking for peach floral,2
perfect size not too small can fit everything i need inside quality is great,2
fast shipping amazing seller a best price easy payment item works,2
not made for the average african american womans build,0
i ordinarily wear either a m or l and yet the m is even too big for me its nice material though just order a size or two down as this runs very large and long,1
love this dress and great price fabric has a lot of stretch wish there was an xs so i could have sized down,2
nice shoues but runs small half size up,1
my grandson loves them hes 12 they were his choice and we are happy hes happy,2
where do i begin i had such high hopes for this dress because the yellow used as the purchasing photo is beautiful however this dress is horrible the material is cheap and it looks nothing like the photo,0
i love these theyre super cute and very comfortable the colors are almost exact to the picture the dark blue one is a little darker still gorgeous there are only two that seem to be plastic and not stone but for ten bucks who cares i dont regret my purchase at all the post is a little bit shorter than the one i got it pierced with which is good definitely a safe christmas or birthday present for a loved one,2
mittens are warm but string broke on day 1,0
